	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_1	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	NA
ASV_2	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_3	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Orobanchaceae	Pedicularis	sylvatica
ASV_4	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_5	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_6	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_7	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_8	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_9	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_10	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Daboecia	NA
ASV_11	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_12	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_13	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	labradorica
ASV_14	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Helleborus	atrorubens/viridis
ASV_15	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
ASV_16	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
ASV_17	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_18	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	NA
ASV_19	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	NA
ASV_20	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	cinerea
ASV_21	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_22	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_23	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	NA
ASV_24	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_25	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
ASV_26	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	NA
ASV_27	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Orobanchaceae	Brandisia	NA
ASV_28	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	NA
ASV_29	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	NA
ASV_30	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Digitalis	mariana/purpurea/thapsi
ASV_31	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Daboecia	NA
ASV_32	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	NA
ASV_33	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	occidentale/repens
ASV_34	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	NA
ASV_35	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	longifolia
ASV_36	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Orobanchaceae	Lathraea	NA
ASV_37	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	NA
ASV_38	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_39	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_40	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	bulbosus
ASV_41	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	vulgare
ASV_42	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_43	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_44	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_45	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_46	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_47	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ulex	NA
ASV_48	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_49	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	vagans
ASV_50	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
ASV_51	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_52	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_53	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_54	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Leptospermum	NA
ASV_55	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rubus	NA
ASV_56	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	environmental/repens
ASV_57	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	NA
ASV_58	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_59	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Erysimum	NA
ASV_60	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	NA
ASV_61	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_62	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_63	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_64	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_65	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	NA
ASV_66	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_67	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_68	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	NA
ASV_69	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_70	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_71	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_72	Viridiplantae	Streptophyta	Magnoliopsida	Oxalidales	Oxalidaceae	Oxalis	acetosella
ASV_73	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	NA
ASV_74	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Fagus	NA
ASV_75	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_76	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	NA
ASV_77	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Erucastrum	NA
ASV_78	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_79	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Orobanchaceae	Brandisia	NA
ASV_80	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	environmental/lanceolata/leiopetala
ASV_81	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_82	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_83	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_84	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_85	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	NA
ASV_86	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	NA
ASV_87	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_88	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_89	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_90	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ulex	NA
ASV_91	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Orobanchaceae	Brandisia	NA
ASV_92	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Plantago	canescens/media
ASV_93	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	NA
ASV_94	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_95	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	NA
ASV_96	Viridiplantae	Streptophyta	Magnoliopsida	Apiales	Apiaceae	Chaerophyllum	NA
ASV_97	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_98	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	NA
ASV_99	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_100	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_101	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_102	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_103	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	NA
ASV_104	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
ASV_105	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_106	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	tetralix
ASV_107	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_108	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_109	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	NA
ASV_110	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_111	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Daboecia	NA
ASV_112	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	NA
ASV_113	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_114	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_115	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_116	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	NA
ASV_117	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_118	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_119	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_120	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Hypochaeris	NA
ASV_121	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Rosa	canina/environmental
ASV_122	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Rosaceae	Potentilla	erecta
ASV_123	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Ajuga	NA
ASV_124	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_125	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_126	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_127	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_128	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_129	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_130	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_131	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_132	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	NA
ASV_133	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_134	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	NA
ASV_135	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	palustre
ASV_136	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_137	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	tenuis
ASV_138	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	pedunculatus
ASV_139	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	NA
ASV_140	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_141	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	NA
ASV_142	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Primulaceae	Primula	veris
ASV_143	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_144	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	NA
ASV_145	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Erysimum	NA
ASV_146	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Myosotis	NA
ASV_147	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_148	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	NA
ASV_149	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Lamium	NA
ASV_150	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	NA
ASV_151	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_152	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	NA	NA
ASV_153	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_154	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_155	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_156	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Daboecia	NA
ASV_157	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	NA
ASV_158	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Pulmonaria	NA
ASV_159	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Genista	NA
ASV_160	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Trifolium	NA
ASV_161	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_162	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_163	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Orobanchaceae	Lathraea	NA
ASV_164	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_165	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pilosella	NA
ASV_166	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_167	Viridiplantae	Streptophyta	Magnoliopsida	Sapindales	Anacardiaceae	Spondias	NA
ASV_168	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_169	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	NA
ASV_170	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	NA
ASV_171	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	NA
ASV_172	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Scrophulariaceae	Scrophularia	NA
ASV_173	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_174	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_175	Viridiplantae	Streptophyta	Magnoliopsida	Ranunculales	Ranunculaceae	Ranunculus	NA
ASV_176	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_177	Viridiplantae	Streptophyta	Magnoliopsida	NA	NA	NA	NA
ASV_178	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Cirsium	NA
ASV_179	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Erica	arborea
ASV_180	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_181	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	NA
ASV_182	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_183	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_184	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_185	Viridiplantae	Streptophyta	Magnoliopsida	Saxifragales	Crassulaceae	Sedum	NA
ASV_186	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	NA
ASV_187	Viridiplantae	Streptophyta	Magnoliopsida	Magnoliales	Magnoliaceae	Liriodendron	NA
ASV_188	Viridiplantae	Streptophyta	Magnoliopsida	Fagales	Fagaceae	Castanea	NA
ASV_189	Viridiplantae	Streptophyta	Magnoliopsida	Asparagales	Amaryllidaceae	Narcissus	NA
ASV_190	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Echium	NA
ASV_191	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	NA	NA
ASV_192	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Anthyllis	NA
ASV_193	Viridiplantae	Streptophyta	Magnoliopsida	Dioscoreales	Dioscoreaceae	Dioscorea	NA
ASV_194	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	NA
ASV_195	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_196	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_197	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_198	Viridiplantae	Streptophyta	Magnoliopsida	Ericales	Ericaceae	Vaccinium	NA
ASV_199	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_200	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Hypericaceae	Hypericum	NA
ASV_201	Viridiplantae	Streptophyta	Magnoliopsida	Rosales	Urticaceae	Urtica	dioica
ASV_202	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Vicia	NA
ASV_203	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_204	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Symphytum	NA
ASV_205	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Achillea	alpina/millefolium
ASV_206	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	perennis
ASV_207	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	NA
ASV_208	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Taraxacum	(sect.
ASV_209	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Bellis	NA
ASV_210	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Globularia	NA
ASV_211	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pilosella	NA
ASV_212	Viridiplantae	Streptophyta	Magnoliopsida	Myrtales	Myrtaceae	Leptospermum	NA
ASV_213	Viridiplantae	Streptophyta	Magnoliopsida	Boraginales	Boraginaceae	Glandora	NA
ASV_214	Viridiplantae	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Geranium	NA
ASV_215	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lathyrus	NA
ASV_216	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Hippocrepis	NA
ASV_217	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_218	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Ulex	NA
ASV_219	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_220	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_221	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Lamiaceae	Teucrium	NA
ASV_222	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Veronica	NA
ASV_223	Viridiplantae	Streptophyta	Magnoliopsida	Geraniales	Geraniaceae	Erodium	cicutarium
ASV_224	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_225	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_226	Viridiplantae	Streptophyta	Magnoliopsida	Brassicales	Brassicaceae	Arabis	NA
ASV_227	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_228	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Carduus	NA
ASV_229	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	NA
ASV_230	Viridiplantae	Streptophyta	Magnoliopsida	Lamiales	Plantaginaceae	Linaria	NA
ASV_231	Viridiplantae	Streptophyta	Magnoliopsida	Malpighiales	Violaceae	Viola	NA
ASV_232	Viridiplantae	Streptophyta	Magnoliopsida	Fabales	Fabaceae	Lotus	NA
ASV_233	Viridiplantae	Streptophyta	Magnoliopsida	Asterales	Asteraceae	Pilosella	NA
